run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR12183244	SAMN15485691	SRX8697698	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/044/SRR12183244/SRR12183244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/044/SRR12183244/SRR12183244_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/044/SRR12183244	
SRR12183246	SAMN15486079	SRX8697696	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183246/SRR12183246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183246/SRR12183246_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/046/SRR12183246	
SRR12183249	SAMN15486076	SRX8697693	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183249/SRR12183249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183249/SRR12183249_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/049/SRR12183249	
SRR12183250	SAMN15485689	SRX8697692	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12183250/SRR12183250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12183250/SRR12183250_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/050/SRR12183250	
SRR12183253	SAMN15485821	SRX8697689	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/053/SRR12183253/SRR12183253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/053/SRR12183253/SRR12183253_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/053/SRR12183253	
SRR12183266	SAMN15485808	SRX8698109	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183266/SRR12183266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183266/SRR12183266_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/066/SRR12183266	
SRR12183272	SAMN15485803	SRX8698103	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/072/SRR12183272/SRR12183272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/072/SRR12183272/SRR12183272_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/072/SRR12183272	
SRR12183278	SAMN15485797	SRX8697845	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/078/SRR12183278/SRR12183278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/078/SRR12183278/SRR12183278_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/078/SRR12183278	
SRR12183279	SAMN15485771	SRX8698096	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/079/SRR12183279/SRR12183279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/079/SRR12183279/SRR12183279_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/079/SRR12183279	
SRR12183282	SAMN15485768	SRX8698093	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183282/SRR12183282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183282/SRR12183282_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/082/SRR12183282	
SRR12183286	SAMN15485765	SRX8698089	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183286/SRR12183286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183286/SRR12183286_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/086/SRR12183286	
SRR12183289	SAMN15485762	SRX8698086	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183289/SRR12183289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183289/SRR12183289_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/089/SRR12183289	
SRR12183290	SAMN15485761	SRX8698085	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183290/SRR12183290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183290/SRR12183290_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/090/SRR12183290	
SRR12183291	SAMN15485760	SRX8698084	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183291/SRR12183291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183291/SRR12183291_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/091/SRR12183291	
SRR12183296	SAMN15485657	SRX8698079	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Sand soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/096/SRR12183296/SRR12183296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/096/SRR12183296/SRR12183296_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/096/SRR12183296	
SRR12183298	SAMN15485754	SRX8698077	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183298/SRR12183298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183298/SRR12183298_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/098/SRR12183298	
SRR12183301	SAMN15485751	SRX8698074	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/001/SRR12183301/SRR12183301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/001/SRR12183301/SRR12183301_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/001/SRR12183301	
SRR12183305	SAMN15485747	SRX8698070	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/005/SRR12183305/SRR12183305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/005/SRR12183305/SRR12183305_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/005/SRR12183305	
SRR12183307	SAMN15485947	SRX8698068	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/007/SRR12183307/SRR12183307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/007/SRR12183307/SRR12183307_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/007/SRR12183307	
SRR12183308	SAMN15485946	SRX8698067	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183308/SRR12183308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183308/SRR12183308_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/008/SRR12183308	
SRR12183310	SAMN15485649	SRX8698065	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183310/SRR12183310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183310/SRR12183310_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/010/SRR12183310	
SRR12183318	SAMN15485938	SRX8698057	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/018/SRR12183318/SRR12183318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/018/SRR12183318/SRR12183318_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/018/SRR12183318	
SRR12183320	SAMN15485936	SRX8698055	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/020/SRR12183320/SRR12183320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/020/SRR12183320/SRR12183320_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/020/SRR12183320	
SRR12183321	SAMN15485675	SRX8698054	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183321/SRR12183321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/021/SRR12183321/SRR12183321_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/021/SRR12183321	
SRR12183324	SAMN15485933	SRX8698051	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183324/SRR12183324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/024/SRR12183324/SRR12183324_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/024/SRR12183324	
SRR12183325	SAMN15485932	SRX8698050	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183325/SRR12183325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183325/SRR12183325_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/025/SRR12183325	
SRR12183330	SAMN15485927	SRX8698045	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183330/SRR12183330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183330/SRR12183330_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/030/SRR12183330	
SRR12183337	SAMN15485671	SRX8698038	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/037/SRR12183337/SRR12183337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/037/SRR12183337/SRR12183337_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/037/SRR12183337	
SRR12183339	SAMN15485894	SRX8698036	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183339/SRR12183339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/039/SRR12183339/SRR12183339_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/039/SRR12183339	
SRR12183340	SAMN15485893	SRX8698035	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183340/SRR12183340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183340/SRR12183340_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/040/SRR12183340	
SRR12183346	SAMN15485887	SRX8698029	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183346/SRR12183346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183346/SRR12183346_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/046/SRR12183346	
SRR12183350	SAMN15485884	SRX8698025	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12183350/SRR12183350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12183350/SRR12183350_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/050/SRR12183350	
SRR12183352	SAMN15485882	SRX8698023	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183352/SRR12183352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183352/SRR12183352_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/052/SRR12183352	
SRR12183354	SAMN15485880	SRX8698021	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183354/SRR12183354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183354/SRR12183354_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/054/SRR12183354	
SRR12183356	SAMN15485878	SRX8698019	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/056/SRR12183356/SRR12183356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/056/SRR12183356/SRR12183356_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/056/SRR12183356	
SRR12183361	SAMN15485874	SRX8698014	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/061/SRR12183361/SRR12183361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/061/SRR12183361/SRR12183361_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/061/SRR12183361	
SRR12183362	SAMN15485873	SRX8697803	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/062/SRR12183362/SRR12183362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/062/SRR12183362/SRR12183362_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/062/SRR12183362	
SRR12183363	SAMN15485998	SRX8698012	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/063/SRR12183363/SRR12183363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/063/SRR12183363/SRR12183363_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/063/SRR12183363	
SRR12183364	SAMN15485997	SRX8698011	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/064/SRR12183364/SRR12183364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/064/SRR12183364/SRR12183364_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/064/SRR12183364	
SRR12183366	SAMN15485681	SRX8698009	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Sand soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183366/SRR12183366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/066/SRR12183366/SRR12183366_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/066/SRR12183366	
SRR12183367	SAMN15485995	SRX8698008	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/067/SRR12183367/SRR12183367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/067/SRR12183367/SRR12183367_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/067/SRR12183367	
SRR12183369	SAMN15485993	SRX8698006	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/069/SRR12183369/SRR12183369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/069/SRR12183369/SRR12183369_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/069/SRR12183369	
SRR12183381	SAMN15485982	SRX8697994	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/081/SRR12183381/SRR12183381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/081/SRR12183381/SRR12183381_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/081/SRR12183381	
SRR12183382	SAMN15485981	SRX8697993	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183382/SRR12183382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183382/SRR12183382_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/082/SRR12183382	
SRR12183386	SAMN15485977	SRX8697989	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183386/SRR12183386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183386/SRR12183386_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/086/SRR12183386	
SRR12183387	SAMN15485976	SRX8697988	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/087/SRR12183387/SRR12183387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/087/SRR12183387/SRR12183387_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/087/SRR12183387	
SRR12183391	SAMN15486074	SRX8697984	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183391/SRR12183391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183391/SRR12183391_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/091/SRR12183391	
SRR12183392	SAMN15486073	SRX8697983	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with soil and Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183392/SRR12183392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183392/SRR12183392_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/092/SRR12183392	
SRR12183400	SAMN15485688	SRX8697975	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/000/SRR12183400/SRR12183400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/000/SRR12183400/SRR12183400_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/000/SRR12183400	
SRR12183401	SAMN15486065	SRX8697974	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/001/SRR12183401/SRR12183401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/001/SRR12183401/SRR12183401_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/001/SRR12183401	
SRR12183402	SAMN15486064	SRX8697973	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/002/SRR12183402/SRR12183402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/002/SRR12183402/SRR12183402_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/002/SRR12183402	
SRR12183404	SAMN15486062	SRX8697971	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/004/SRR12183404/SRR12183404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/004/SRR12183404/SRR12183404_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/004/SRR12183404	
